ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
18016,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.7910542488098145,4514,1.1849578967047132e-05,329.87500452262793,5.113208245492562e-40,0.0,4.81685848128107e-10,5.531465431664204e+25,NH3,-100000.0,40000.0,0.5,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000008597278e-05,-9.304430184286997e-22,303.15,3.6168549596848837e-32,4.8080242949025576e-05,2.3559404063377218e-23,-1.6226785537030506e-37,-4.2684788705486997e-44,-7.599673572369462e-53,1.1007398015774506e-33,-8.337123264727484e-40,-1.0255815932393508e-33,-1.718852209554041e-29,-3.541249311885976e-30,1.6026747649675245e-05
18015,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.1460204124450684,6663,1.4730933381922148e-05,320.05462052307314,-9.854799170009056e-41,0.0,5.780800890252956e-10,1e+30,NH3,-100000.0,30000.0,2.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.4999999967575682e-05,3.0373036589064065e-21,303.15,-6.97084449447097e-33,4.808024295683431e-05,2.4922330805508627e-22,-1.8634047031726973e-45,-4.457254975844568e-54,-8.059408349091942e-62,1.1644183102577908e-32,2.784357088885849e-52,-8.30451949127359e-32,-1.7805482928182757e-28,-3.599517989778062e-29,1.602674765227817e-05
18017,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.8616929054260254,4948,1.1849578967047132e-05,332.9106450890522,-1.9866584465432076e-39,0.0,6.711838448661259e-10,1e+30,NH3,-100000.0,40000.0,1.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.4999999996333654e-05,6.300796965973623e-22,303.15,-1.4052733877087437e-31,4.8080242951359945e-05,2.35594040747875e-23,-1.836272422362247e-46,-5.094798571669457e-56,-3.6132195420924906e-65,1.1007398021640093e-33,1.4596558198817986e-53,-1.0255890553160477e-33,-1.7188522088913173e-29,-3.541249312057912e-30,1.6026747650453496e-05
18018,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.1354036331176758,6787,1.1849578967047132e-05,336.38074971013805,1.3372449483864524e-40,0.0,1.4371947496392348e-09,6.310655204556454e+26,NH3,-100000.0,40000.0,2.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000017240102e-05,-2.720531645856551e-21,303.15,9.459073018956938e-33,4.8080242947380435e-05,2.355940407284768e-23,-1.8366011777464906e-46,-5.119299414781023e-56,-3.426220186476901e-65,1.1007398019822522e-33,1.04973754328004e-53,-1.0255910059610624e-33,-1.7188522085539665e-29,-3.541249311764801e-30,1.6026747649126774e-05
18019,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.0454394817352295,5376,1.0128459748244468e-05,360.52829527850895,-1.0469273928792598e-38,0.0,1.268574877112423e-09,1e+30,NH3,-100000.0,50000.0,0.5,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000090220388e-05,1.9704891033925507e-21,303.15,-7.40549629459887e-31,4.808024293348813e-05,8.28363163923915e-23,-1.4105697272333174e-39,2.1808879151350934e-46,1.4678141259948734e-54,3.870268967517765e-33,4.297224222297173e-42,-1.6825864403483801e-32,-5.944573812098172e-29,-1.074866522210403e-29,1.6026747644495984e-05
18020,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.3389291763305664,5673,1.012706540347046e-05,360.52829527850895,-1.1992362407660965e-38,0.0,1.4382333040219165e-09,1e+30,NH3,-100000.0,50000.0,1.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.500000009029346e-05,-1.1231263219170729e-21,303.15,-8.482860986938028e-31,4.808024293347414e-05,8.283630933265808e-23,-5.5712486663767726e-46,-6.931203404881574e-55,-1.8221229874702927e-63,3.870268637672607e-33,1.632677385680894e-53,-1.6825916600518084e-32,-5.944573274632779e-29,-1.0748664113035203e-29,1.6026747644491444e-05
18022,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.9144690036773682,5658,6.707766811256805e-06,434.9283567805726,2.2824719763375183e-44,0.0,2.8684862957390474e-09,7.379333217261595e+30,NH3,-100000.0,100000.0,0.5,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000176578355e-05,-2.0557304156258946e-20,303.15,1.6145185985503857e-36,4.8080242917049256e-05,1.2176544685620721e-21,-9.901060097183031e-45,-1.6328382557180702e-52,-1.3335424770770473e-59,5.689111378275274e-32,-2.2618739390625133e-51,-3.4252137428999994e-30,-9.209050638975367e-28,-1.926046922967246e-28,1.6026747639016433e-05
18021,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.3750815391540527,7016,1.012706540347046e-05,360.52829527850895,-6.966329413931853e-52,0.0,2.648877270963036e-09,1e+30,NH3,-100000.0,50000.0,2.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000174750668e-05,-3.276432327435534e-21,303.15,-4.927669878593814e-44,4.808024291739732e-05,8.283630929722029e-23,-5.5711596208462e-46,-6.966719541742038e-55,-1.265804709821474e-63,3.8702686347227e-33,2.7343104236412216e-55,-1.682623378700788e-32,-5.944573240925797e-29,-1.0748664109441067e-29,1.602674763913225e-05
18023,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.010575294494629,5975,6.54450119308477e-06,533.7097476097334,1.5781988059094147e-41,0.0,3.916282596046857e-09,1.4570756765727598e+28,NH3,-100000.0,100000.0,1.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000357746329e-05,-2.184225168991835e-21,303.15,1.1163472140915528e-33,4.808024288256275e-05,3.348759299541895e-24,-3.1871765348471707e-41,2.5762932980385327e-46,7.063453948871098e-56,1.5646035153932163e-34,5.080732394997185e-42,-5.153192188400343e-35,-2.4407433101681223e-30,-5.056471515805842e-31,1.6026747627520837e-05
18024,1.4999999999999999e-05,1.0,151987.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.2153289318084717,7609,6.54450119308477e-06,533.7097476097334,-1.0610052619645042e-39,0.0,6.9252592412445255e-09,1e+30,NH3,-100000.0,100000.0,2.0,1.4999999999999999e-05,0.0,303.15,0.0,4.808024295066216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602674765022072e-05,1.5000000827957129e-05,-1.1782554190918982e-22,303.15,-7.505075738919837e-32,4.808024279305467e-05,3.348759293689613e-24,-2.363935658325906e-46,-3.605683216440307e-53,-1.027450197465676e-62,1.5646035097462204e-34,-7.789366692716694e-49,-5.153191626679714e-35,-2.4407433058322803e-30,-5.0564715068018045e-31,1.6026747597685098e-05
