ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
6006,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,111.75186395645142,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-300000.0,5000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,106.5805516242981,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-300000.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5987,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,52,400.19465374946594,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5988,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,52,400.1902985572815,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,20000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,106.40562582015991,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-300000.0,10000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,5.2136993408203125,20787,2.964488174947557e-05,9242.575914798548,2.929225705487036e-16,0.0,7.297547877789815e-07,146283.01827492498,NH3,-300000.0,40000.0,0.5,3e-06,0.0,303.15,0.0,4.442669377596484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4808897925321612e-05,2.9502130861158813e-06,1.008156494643643e-12,303.1499999999785,2.723353840859486e-06,4.262376433824234e-05,1.617094376727431e-14,2.5580538791717938e-15,3.144793915411367e-23,5.9745863337086635e-12,1.3608557994585044e-20,1.0322204614387785e-09,2.160030933343684e-09,-1.3981466152693613e-11,7.85331536748266e-11,1.4206451337643794e-05
6017,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,7.451383113861084,23097,2.0937586216584582e-05,10428.792635165104,2.3267580774224507e-16,0.0,2.2918596823704525e-06,578371.1088914815,NH3,-300000.0,40000.0,1.0,3e-06,0.0,303.15,0.0,4.442669377596484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4808897925321612e-05,2.960546793152688e-06,-1.8757672327216674e-13,303.1500000000648,2.140655749798263e-06,4.301005351425064e-05,-2.460577883201254e-28,-1.5232439988389693e-23,-1.1722032022225596e-23,-2.9016707341977364e-11,-4.3219514544761384e-30,9.065890008729923e-10,2.5429618713415926e-09,5.873849204604319e-10,-5.50346137669228e-10,1.433510064331298e-05
5991,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,52,400.45728731155396,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,30000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6019,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,4.721177577972412,20350,2.374515978661694e-05,8489.22188552188,3.352904977584435e-16,0.0,3.731988192226089e-07,65356.50377450364,NH3,-300000.0,50000.0,0.5,3e-06,0.0,303.15,0.0,4.442669377596484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4808897925321612e-05,2.942901191865074e-06,-5.213190225560327e-13,303.15000000018233,3.140549143313406e-06,4.23469391479752e-05,-6.811092069168085e-18,5.537256004396155e-19,-7.961693109346674e-24,-1.5902170779570604e-11,-1.7933415155523382e-26,1.1410875591762749e-09,2.0776933976830104e-09,-2.6417232958202258e-14,2.023954836400081e-14,1.4114235128642218e-05
6020,3e-06,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,5.98901891708374,21077,1.677060945077879e-05,9788.519815404743,2.6549191079871664e-16,0.0,1.1784227060324848e-06,260627.12001756832,NH3,-300000.0,50000.0,1.0,3e-06,0.0,303.15,0.0,4.442669377596484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4808897925321612e-05,2.9549233372246024e-06,-7.084976070322207e-14,303.15000000002755,2.456541073398984e-06,4.280068232137385e-05,-1.2486121956969906e-21,9.75472514198542e-19,2.0334244199530435e-24,6.828077717035842e-12,-1.1813232299394991e-23,9.85694435242665e-10,2.63134473857826e-09,6.965250722221438e-10,-1.0476116877155306e-09,1.4265480513647855e-05
