ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
22014,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,2.4455106258392334,12035,0.00015058539421582918,304.1481372061857,3.285123561182105e-38,0.0,8.81819655769456e-11,1.576151146583636e+23,NH3,-50000.0,5000.0,2.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.4999999997001288e-05,3.218293827394326e-22,303.15,5.019299074732084e-31,2.432565682497177e-05,3.2356710745013524e-23,-2.1774846241946044e-46,2.2863301200771255e-54,5.156274547074998e-62,1.5297224978593673e-33,9.073613949206679e-53,1.9358565818548558e-31,-7.468737435549817e-29,-4.200882939462197e-30,8.108552274990543e-06
22018,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.416799545288086,7577,2.4764888987893728e-05,333.03960616882256,7.401753257568431e-39,0.0,2.129969337801877e-09,1.6896958768016327e+25,NH3,-50000.0,20000.0,0.5,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.5000000028167147e-05,-4.252145380862611e-20,303.15,1.1309045899264897e-31,2.4325656822835946e-05,1.348402103469988e-26,-1.1125656261099124e-49,2.566982383782302e-60,9.710310898307047e-69,6.374816803576787e-37,3.5296855542975684e-56,3.2062612048296794e-38,-3.450907554068965e-32,-2.1453715903866968e-33,8.108552274278707e-06
22017,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,2.0523881912231445,11676,4.1063737056158595e-05,309.7198457390539,5.086098645680447e-38,0.0,5.289313965939299e-10,6.106387551189004e+23,NH3,-50000.0,10000.0,2.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.499999995613154e-05,9.895018975194504e-22,303.15,7.770986349833303e-31,2.432565682777264e-05,2.4319917375815227e-23,-1.770922025585517e-46,-2.779820229660547e-55,5.404826780894898e-63,1.1497684376302532e-33,-5.0368565314999787e-54,-2.1360487958274152e-32,-5.572288483365355e-29,-3.416815743270728e-30,8.108552275923997e-06
22019,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.6500017642974854,7883,2.4764888987893728e-05,337.85478387410984,-2.9500285016015757e-38,0.0,2.6507608071736787e-09,1e+30,NH3,-50000.0,20000.0,1.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.500000008589304e-05,5.790966394563679e-22,303.15,-4.507311489144332e-31,2.4325656818880055e-05,1.348402103250699e-26,-1.1122746461961922e-49,9.478501664316532e-61,9.715067525230624e-69,6.3748168015033934e-37,9.958016124750905e-57,3.206261120204513e-38,-3.450907553507709e-32,-2.1453715900378022e-33,8.108552272960105e-06
22022,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.6044135093688965,8778,1.9063605615790552e-05,416.1714166625351,-1.09287198736491e-38,0.0,6.757070131171775e-09,1e+30,NH3,-50000.0,30000.0,1.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.5000000657117008e-05,-1.7188142134016723e-21,303.15,-1.6697852663062531e-31,2.432565677973502e-05,3.0566235237126505e-23,-7.687843615968494e-47,5.6486840764548955e-55,-4.1460591698999846e-63,1.4450745008853506e-33,5.702309876911902e-51,1.1306189508014098e-31,-7.004334205220739e-29,-3.1698230251506815e-30,8.108552259911664e-06
22020,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,2.336918592453003,12597,2.4764888987893728e-05,344.08404740632733,4.493597066034231e-39,0.0,5.81981746564308e-09,7.6047515924061314e+25,NH3,-50000.0,20000.0,2.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.5000000291780663e-05,-5.1565307393607875e-22,303.15,6.865710338703039e-32,2.4325656804770895e-05,1.348402103010028e-26,-1.1125394952147254e-49,8.174631501479379e-61,9.709875738079285e-69,6.3748167966681115e-37,7.931959509374749e-57,3.20625900395361e-38,-3.450907551504017e-32,-2.145371588793472e-33,8.10855226825705e-06
22021,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,2.103703260421753,10402,1.911247664079849e-05,396.7590573671891,8.861872761810555e-39,0.0,6.3850277179277786e-09,4.230649758373305e+25,NH3,-50000.0,30000.0,0.5,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.5000000532074227e-05,-1.2381074477483043e-21,303.15,1.3539943344387728e-31,2.4325656788303982e-05,1.7032955477784725e-22,-6.476565377109631e-45,-6.4883541999651915e-52,-9.232607440924141e-60,8.052640259221527e-33,2.372648262998041e-52,-1.3216688303613327e-30,-9.300750506626248e-28,-1.251994366178177e-28,8.108552262768024e-06
22024,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.2032191753387451,7957,1.6282704902481096e-05,407.362336042115,-1.6077084332142155e-43,0.0,6.979782695944444e-09,1e+30,NH3,-50000.0,40000.0,0.5,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.500000052862794e-05,-1.0648348670789253e-20,303.15,-2.456397388464621e-36,2.4325656788540287e-05,-4.881626216093663e-25,3.6412020387478853e-48,2.8105591887732535e-57,3.4719905624913104e-66,-2.3078777990020189e-35,2.5952805696831267e-53,1.0359540360562594e-34,1.1325304187678868e-30,6.984371941764446e-32,8.108552262846608e-06
22025,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,1.3402602672576904,8010,1.596885532526084e-05,485.8735433198704,5.466184567889828e-51,0.0,9.201802707891163e-09,9.884584582579873e+37,NH3,-50000.0,40000.0,1.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.5000000658129937e-05,1.7709678707309578e-21,303.15,8.351714161208509e-44,2.4325656779665587e-05,-4.803856646458416e-25,1.3006286294059355e-47,1.954774976481478e-55,-4.0640431580436024e-66,-2.2711108161773324e-35,9.274753058434355e-51,1.040518719092424e-34,1.1230872292321384e-30,6.957283448622736e-32,8.10855225988854e-06
22023,2.4999999999999998e-05,1.0,75993.75,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,2.7077860832214355,13480,1.9063605615790552e-05,416.1714166625351,4.220043685488707e-38,0.0,1.2619973262462285e-08,1.7559465184039652e+25,NH3,-50000.0,30000.0,2.0,2.4999999999999998e-05,0.0,303.15,0.0,2.4325656824766236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10855227492208e-06,2.50000014210686e-05,-5.262722913603297e-21,303.15,6.447750701525376e-31,2.4325656727382733e-05,3.056623066612057e-23,-1.7363257392842216e-46,5.362868430155751e-55,-4.204004209631907e-63,1.4450742816726669e-33,6.945192543558663e-51,1.1306150970256768e-31,-7.004334152403304e-29,-3.16982301886275e-30,8.108552242460699e-06
