ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
10011,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,134.0129873752594,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9998,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,2,273.7396469116211,51626,3.0317582850166945e-05,10161.092997657548,8.637965093640047e-16,0.0,2.589749554278815e-06,176041.92891550227,NH3,-200000.0,30000.0,1.0,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.898863380611895e-06,-1.2243427398117413e-13,303.1500000000375,1.7540293307003435e-06,2.2501588631474377e-05,1.5813129478305287e-23,1.314573738350428e-24,2.0308910649863408e-24,4.1860157440288275e-12,1.0379043278449796e-33,6.740001590527641e-10,1.1200763262041752e-09,1.081810284349428e-16,1.4043169805404436e-19,7.499742745861967e-06
10012,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,107.60861444473267,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,5000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10013,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,108.96529221534729,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,5000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10014,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,108.01325964927673,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,5000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9994,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,385.23367953300476,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-200000.0,20000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9995,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,52,400.2613379955292,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-200000.0,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9996,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,52,400.37204003334045,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-200000.0,20000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9999,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,2,347.90582251548767,74494,3.0317582850166945e-05,10161.092997657548,1.1771999083745763e-15,0.0,5.260427705352903e-06,262385.9843941005,NH3,-200000.0,30000.0,2.0,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.861303000326676e-06,-1.2053263758250496e-13,303.1500000000375,2.4462651995107882e-06,2.2049826371586694e-05,1.6239685646543732e-23,1.3169998043335448e-24,2.0413186440217292e-24,4.166279346477817e-12,1.0767637007446669e-33,9.72189181483656e-10,1.0866786111838388e-09,9.820802177445657e-17,1.772931538040452e-16,7.349072638172796e-06
10015,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,105.90039277076721,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,10000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,106.32335686683655,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10024,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,6.500101566314697,27439,4.667547552068841e-05,8661.5377093972,1.1026189306583148e-15,0.0,7.500605311862485e-07,39942.99857708618,NH3,-250000.0,40000.0,0.5,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.87029190711424e-06,2.708894115926858e-12,303.1499999991692,2.2786197602436357e-06,2.2159344622664192e-05,5.29748439798642e-15,-9.520813866714709e-16,-1.9822815294758614e-22,-1.4841514447469368e-11,-4.368925795270307e-21,9.254967584456669e-10,1.0498028131542462e-09,1.7675638059880858e-11,-2.1627257414465816e-11,7.385624863440662e-06
10017,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,42,107.27480340003967,0,0.0,0.0,0.0,0.0,0.0,0.0,NH3,-250000.0,10000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,88.92853617668152,112716,6.211323286555688e-05,9731.391473875883,9.31378728110609e-16,0.0,1.7810991755171467e-06,112287.5443109309,NH3,-250000.0,30000.0,0.5,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.890813624156706e-06,4.200194077672204e-12,303.14999999870815,1.9006159322442297e-06,2.2406018871751897e-05,-3.244677968812628e-23,-8.514006385243054e-25,-2.0014427197179193e-24,-4.784817503190666e-12,-2.1201484977820765e-33,7.601459150971002e-10,1.0667128318898123e-09,1.0261062892238122e-16,-9.069817732486649e-20,7.467888611203754e-06
10027,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,5.750255584716797,26947,3.741326877319215e-05,7900.243501747646,1.2575503724716326e-15,0.0,3.818562923742371e-07,17829.713206423665,NH3,-250000.0,50000.0,0.5,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.8515865213119715e-06,-8.595889245479437e-12,303.1500000026922,2.628968838624703e-06,2.1930418665666495e-05,-2.2227148283910436e-27,-2.0122858866598163e-23,-3.3404803519989254e-23,-6.118828826908018e-11,-3.1389173291278906e-30,1.1041003705954248e-09,1.0020242104570191e-09,5.782861173223569e-11,3.5831250172709466e-12,7.3092601626464485e-06
10028,4.9999999999999996e-06,1.0,50662.5,0.35,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,8.329099893569946,32798,1.9264490268126424e-05,9071.133640077245,1.0332859557389359e-15,0.0,1.0345488090321196e-06,58789.56608870121,NH3,-250000.0,50000.0,1.0,4.9999999999999996e-06,0.0,303.15,0.0,2.3641023635158195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880341211719397e-06,4.878613602173994e-06,-7.030336860580047e-13,303.15000000021814,2.1244310989846956e-06,2.2260029458712047e-05,3.390817070587998e-17,5.3935808157534116e-18,-1.45297999417403e-23,-2.872455873635755e-11,8.209270651712235e-26,8.235606244166777e-10,1.0793263003953718e-09,8.740843164128242e-17,3.154059806188212e-13,7.4192097881675994e-06
