ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.603204727172852,17371,1.3765289613635384e-05,5034.356677402531,1.0823794645832121e-12,0.0,2.2388925804143963e-05,1214.5726835067314,True,False,True,True,sin_impulse_flat_ends,NH3,315389.34020167484,11988.183466594193,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.7962640823887e-05,-6.811165817517953e-13,303.1500000051859,3.796611481420181e-07,3.035207966599617e-05,7.117851662534118e-20,1.2455804328231286e-23,6.360518715010483e-23,3.5204985369326003e-12,3.150178408256097e-30,1.6116116371849296e-12,3.558772456988831e-11,9.01280224700308e-18,1.361178476944841e-20,1.0117339797344167e-05
2605,8.823594552727153e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.238476276397705,17301,1.3765295768358028e-05,5034.349961968169,1.0823844432781167e-12,0.0,2.2388915370873206e-05,1214.566530789361,True,False,True,True,sin_impulse_flat_ends,NH3,315389.34020167484,11988.183466594193,1.0,8.823594552727153e-05,0.0,303.15,0.0,3.0635332814664155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021177760488805e-05,8.796280766459114e-05,-7.310658693635353e-13,303.1500000055922,3.7966073415832376e-07,3.0352079010317962e-05,-1.2454395380848932e-18,3.0522917172742945e-20,6.531506618846717e-23,3.6343976228477497e-12,-5.533968282006722e-29,1.611523548547823e-12,3.5587533594096484e-11,6.287703618136161e-17,1.0971016790564536e-17,1.0117339521916564e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,2,True,31.98664665222168,4,0.0,303.15,1.5000278400744532e-41,0.0,2.326915552104312e-23,91085888496760.36,True,False,True,True,sin_impulse_flat_ends,NH3,315389.56723872,11988.183466594193,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.823577884499909e-05,1.1543035968923179e-20,303.15,5.212865741277673e-36,3.0635333731623934e-05,4.624487476398011e-68,5.759736509037615e-93,2.072887534317237e-102,-3.8804375382199086e-110,2.0650535765709903e-78,3.488115069454824e-98,7.103264711757292e-125,2.6625359579646594e-104,2.4286163464917975e-108,1.0211777910541309e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.177520036697388,17204,1.3765253350441745e-05,5034.34045680555,1.0823808087978396e-12,0.0,2.2388636405853603e-05,1214.555475627612,True,False,True,True,sin_impulse_flat_ends,NH3,315389.34020167484,11988.232625800194,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.796264194063449e-05,-6.744335790793656e-13,303.15000000517756,3.7966160518564114e-07,3.0352079314863305e-05,-9.262958970768184e-18,1.6289419110479915e-20,6.365327867517611e-23,3.522537083399167e-12,-4.035075799150766e-28,1.6115941469134664e-12,3.558850870459406e-11,-6.961271032344567e-16,9.441636325062926e-18,1.0117339679356415e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.224475622177124,17359,1.3794594679882256e-05,5004.540574444982,1.0843248193712996e-12,0.0,2.1860153486449056e-05,1183.7598469109705,True,False,True,True,sin_impulse_flat_ends,NH3,313118.9697500109,11988.183466594193,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.79621489809849e-05,-6.775922561587127e-13,303.1500000051863,3.8034989122178246e-07,3.0351565683660716e-05,-6.831909389898729e-19,2.0434235917069888e-23,6.995378785636395e-23,3.854016830060172e-12,-3.014806078163643e-29,1.628653161145343e-12,3.562353630580416e-11,8.944566167441926e-18,1.8870860796216873e-20,1.0117168279553181e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.133933782577515,17359,1.3794594679882256e-05,5004.540574444982,1.0843248193712996e-12,0.0,2.1860153486449056e-05,1183.7598469109705,True,False,True,True,sin_impulse_flat_ends,NH3,313118.9697500109,11988.183466594193,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.79621489809849e-05,-6.775922561587127e-13,303.1500000051863,3.8034989122178246e-07,3.0351565683660716e-05,-6.831909389898729e-19,2.0434235917069888e-23,6.995378785636395e-23,3.854016830060172e-12,-3.014806078163643e-29,1.628653161145343e-12,3.562353630580416e-11,8.944566167441926e-18,1.8870860796216873e-20,1.0117168279553181e-05
2605,8.823594552727153e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.23195481300354,17029,1.3794608726225465e-05,5004.533928959047,1.0843295843712237e-12,0.0,2.1860145607436763e-05,1183.7542183143162,True,False,True,True,sin_impulse_flat_ends,NH3,313118.9697500109,11988.183466594193,1.0,8.823594552727153e-05,0.0,303.15,0.0,3.0635332814664155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021177760488805e-05,8.796231470382842e-05,-6.903603389296413e-13,303.1500000052794,3.8034941287952156e-07,3.0351565260743365e-05,2.5532709173852633e-19,1.571595933002217e-23,6.291761196561249e-23,3.4940925804577704e-12,1.1300252408504642e-29,1.6286592985190889e-12,3.5623322621804747e-11,9.022380117220451e-18,1.55478855767879e-20,1.0117168318647709e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.472863674163818,17137,1.3794592097439997e-05,5004.543559124996,1.0843247047200298e-12,0.0,2.1860205728501784e-05,1183.7628010612425,True,False,True,True,sin_impulse_flat_ends,NH3,313119.19678705605,11988.183466594193,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.796214966362684e-05,-5.649533621430409e-13,303.15000000444826,3.8034984215015543e-07,3.035156594273084e-05,2.582344047975612e-16,-1.4242888833174657e-19,5.931686480161846e-23,3.2575426068686862e-12,2.860791882165734e-26,1.6286436339608679e-12,3.560859093245032e-11,1.4975712989336906e-14,-2.1004230650235973e-17,1.0117168661702228e-05
2605,8.823577884499909e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.4260547161102295,17365,1.3794568156629645e-05,5004.524594320263,1.0843255756410603e-12,0.0,2.1859876004201695e-05,1183.7439952239397,True,False,True,True,sin_impulse_flat_ends,NH3,313118.9697500109,11988.232625800194,1.0,8.823577884499909e-05,0.0,303.15,0.0,3.063533373162393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211777910541309e-05,8.796214734513995e-05,-6.894899489755891e-13,303.1500000052738,3.803501777196987e-07,3.035156555096587e-05,-9.028062150250259e-19,-3.043867227615543e-22,6.613594204394068e-23,3.6606316922482575e-12,-4.1001666343188877e-29,1.628577038021804e-12,3.562366755480256e-11,-4.547452785944665e-17,-2.023426730626382e-19,1.0117168332010328e-05
2605,8.878510866306251e-05,1.0,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,0,True,4.167786121368408,17278,1.3578949554443534e-05,4848.6100647221665,1.0864730177621206e-12,0.0,1.9661268909509884e-05,1062.5818518080423,True,False,True,True,sin_impulse_flat_ends,NH3,312726.2588625555,12444.455638087273,1.0,8.878510866306251e-05,0.0,303.15,0.0,3.0632330426477325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0210776808825774e-05,8.85143162917965e-05,1.9212752466140987e-12,303.1500000000601,3.7401565324745603e-07,3.0353279877095314e-05,-7.118633320786898e-16,-1.1963501402822787e-14,1.2690922233448089e-22,4.326202505761446e-12,2.475529381442641e-23,1.61738663115523e-12,2.9035884863888594e-11,9.074410074104397e-12,-3.795017463811698e-12,1.0117739221139442e-05
