ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
7,1e-06,2.1020408163265305,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.6482672691345215,4312,6.734465210656934e-08,732.9864933866103,3.2638644088562096e-72,2.7465427098916157e-11,0.0,4.941104564797041e+56,True,False,True,False,no_excitation,NH3,2.1020408163265306e-06,0.0,303.15,0.0,3.7072415202050537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2357471734016843e-05,1.000000032856456e-06,7.527873136883961e-23,303.15,7.791901545724754e-61,0.0003443295640500913,1.9237368602100724e-30,7.44006425829053e-69,3.305493268271607e-71,2.1747492900683233e-67,9.65528181631512e-41,3.356826731206596e-67,5.771189613417178e-59,3.1356797382603746e-48,1.3796696608938016e-52,0.0001147765213500316
18,1e-06,4.122448979591837,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.127485752105713,6435,1.2039174529676044e-07,2216.0688167254357,2.836751303966087e-29,2.869758708142068e-10,0.0,594010217778227.4,True,False,True,False,no_excitation,NH3,4.122448979591837e-06,0.0,303.15,0.0,4.914829385598366e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6382764618661222e-06,1.0000000503734385e-06,-2.613911104077209e-14,303.15000000001123,6.772243861805058e-18,0.00034432959374692586,-3.479885439342705e-11,-1.7204853361540462e-28,-1.0717238739228928e-18,1.2710923406306914e-18,-1.744558054834932e-21,-3.639998686568512e-21,1.4248537048269232e-14,-8.598793436540135e-18,-1.2896624714662123e-14,0.00011477652545064322
16,1e-06,3.7551020408163267,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,0.834028959274292,5728,1.1006332947606854e-07,1973.2159885123012,5.248267929095815e-32,2.1309863026899494e-10,0.0,2.384154834288369e+17,True,False,True,False,no_excitation,NH3,3.7551020408163264e-06,0.0,303.15,0.0,6.502930096279105e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1676433654263683e-06,1.0000000625096781e-06,-8.569253156180244e-15,303.1500000000037,1.252931440418358e-20,0.0003443295699346005,-8.176658942643028e-12,5.433424699658018e-37,1.791012070514901e-27,-3.7987754194479072e-25,-4.1038878067934206e-22,1.619628307529749e-22,2.4016863900685992e-17,2.997922603733448e-22,-1.057422705593668e-21,0.000114776521948744
19,1e-06,4.3061224489795915,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.263401985168457,6856,1.2559299699073226e-07,2331.1927643006716,3.8260743384415013e-28,3.292843116091044e-10,0.0,50534437056691.55,True,False,True,False,no_excitation,NH3,4.306122448979591e-06,0.0,303.15,0.0,4.312361784059419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4374539280198063e-06,1.0000000624901743e-06,2.6324725969100006e-15,303.14999999999884,9.134077941629797e-17,0.00034432958567326324,-2.6172371589209985e-11,1.6101170955777015e-29,7.077045586753941e-20,5.874176280917708e-20,-1.3135559056568306e-21,-1.2683038842759732e-19,2.215522697859116e-14,4.2400305782201936e-19,2.156760702319634e-16,0.00011477652418447062
14,1e-06,3.3877551020408165,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,0.7933931350708008,5289,9.987653060511325e-08,1712.4500861673837,1.7075287569338107e-36,1.5250950908415962e-10,0.0,5.244434828550137e+21,True,False,True,False,no_excitation,NH3,3.3877551020408164e-06,0.0,303.15,0.0,8.85601391918911e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9520046397297035e-06,1.0000000703444305e-06,-2.9885292870746174e-17,303.15,4.076423771802445e-25,0.00034432956205040106,4.504104190124236e-13,-2.48630877249182e-38,-1.8466714132832053e-29,-6.753651328321534e-28,2.260620670741279e-23,8.408365689660348e-25,3.0636897697309943e-20,3.902461409005539e-25,1.0136766749607253e-23,0.00011477652075853558
20,1e-06,4.4897959183673475,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.1367559432983398,6621,1.3081331727312734e-07,2442.424094011049,3.783771388285538e-27,3.753796924254852e-10,0.0,5825264928336.181,True,False,True,False,no_excitation,NH3,4.489795918367348e-06,0.0,303.15,0.0,3.8044730509476944e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2681576836492316e-06,1.0000000588484904e-06,9.067760943621725e-15,303.1499999999961,9.033087204879167e-16,0.00034432958555286703,-2.5901209639793394e-11,1.352740034224937e-29,1.408877880675283e-20,2.5496463588012557e-18,-1.2999851450677e-21,-1.0525445998162663e-18,1.260762837942269e-13,1.6010105816733503e-18,3.447486147539929e-17,0.00011477652413769078
6,1e-06,1.9183673469387754,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.473513126373291,3186,6.364328652004296e-08,617.1868642966521,-1.0940422861960557e-53,1.8670144981590506e-11,0.0,1e+30,True,False,True,False,no_excitation,NH3,1.918367346938775e-06,0.0,303.15,0.0,4.877294656108364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6257648853694546e-05,1.0000000091103708e-06,-2.279241928325053e-22,303.15,-2.6118334956105892e-42,0.0003443295650671436,1.4837109368245545e-21,-4.106281464320188e-45,-4.534425457947784e-54,2.9917049445969716e-61,7.44678108924899e-32,1.5764786483647712e-51,-1.2380236949722642e-32,-8.234211622732835e-29,-7.93046573401868e-29,0.00011477652168904862
22,1e-06,4.857142857142858,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.2568726539611816,7019,1.412991148068054e-07,2654.14346111201,1.9902994046520834e-25,4.795542072599226e-10,0.0,141478057627.05914,True,False,True,False,no_excitation,NH3,4.857142857142858e-06,0.0,303.15,0.0,3.0049114836115646e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001637161203855e-06,1.0000000518070374e-06,2.649016882232546e-17,303.15,4.7514890887667767e-14,0.0003443295887277805,-3.013347922723945e-11,1.7720526760853535e-30,4.384740116304287e-25,2.1641714481003945e-16,-1.5125740200217666e-21,-4.043337359916955e-17,2.2447045143470984e-12,2.807139804316057e-17,-1.3130275132985825e-27,0.00011477652343121576
21,1e-06,4.673469387755102,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.2769865989685059,6997,1.360495323552164e-07,2549.9997459769447,3.001041138262939e-26,4.2541768511293786e-10,0.0,832364189714.195,True,False,True,False,no_excitation,NH3,4.673469387755101e-06,0.0,303.15,0.0,3.37330886442573e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244362881419101e-06,1.000000076752863e-06,-5.6522785580450233e-14,303.15000000002436,7.164456323972393e-15,0.00034432953518533256,3.058386506833727e-11,5.613608084039298e-32,-1.100632675430859e-22,2.7653842783930954e-17,1.535053607662441e-21,-2.2499626583530587e-15,5.835572268668116e-13,7.301691728209139e-18,-1.3226427082156734e-19,0.0001147765165347074
8,1e-06,2.2857142857142856,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,0,0.5267748832702637,4236,7.14151878222395e-08,861.9819823563535,7.948115705767951e-63,3.8239069624132214e-11,0.0,2.8249640966353302e+47,True,False,True,False,no_excitation,NH3,2.2857142857142856e-06,0.0,303.15,0.0,2.88342385136399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.611412837879967e-06,1.0000000297393803e-06,-2.4486058126668766e-23,303.15,1.8974726849699558e-51,0.000344329564183597,7.522204420419858e-26,6.641898462105377e-59,3.4150519749765575e-60,3.67061529779321e-57,3.775412588357526e-36,5.7264556024523576e-58,4.5986791081426835e-49,5.114409031970012e-41,1.0367740782235648e-44,0.00011477652139453295
24,1e-06,5.224489795918368,1013250.0,0.05,303.15,4245.12571625229,0.0008148611589373901,1  11,0.75  0.25,1.0,1483.0,200,1.2236168384552002,7252,1.518305737246399e-07,2852.92007429004,5.521295575561408e-24,6.007475264956212e-10,0.0,6388822030.392101,True,False,True,False,no_excitation,NH3,5.224489795918368e-06,0.0,303.15,0.0,2.4145858911568564e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.048619637189521e-07,1.000000067017898e-06,7.161482358863159e-16,303.1499999999997,1.3181119596717183e-12,0.0003443295537486842,6.97710452507399e-14,1.1410130952241618e-28,-3.746552439587009e-22,5.624969551149119e-15,3.5054330485088724e-24,2.205870675967472e-15,2.076096577535014e-11,2.597695733168429e-16,2.9725561239221687e-27,0.00011477650754365375
