ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,rho_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NO_0,c_NH3_0,c_H2_0,c_O2_0,c_H_0,c_O_0,c_OH_0,c_HO2_0,c_H2O_0,c_H2O2_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_NH2OH_0,c_H2NO_0,c_HNOH_0,c_HNO_0,c_HON_0,c_NO2_0,c_HONO_0,c_HNO2_0,c_NO3_0,c_HONO2_0,c_N2O_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_AR_0,c_HE_0,c_N2_0,R_last,R_dot_last,T_last,c_NO_last,c_NH3_last,c_H2_last,c_O2_last,c_H_last,c_O_last,c_OH_last,c_HO2_last,c_H2O_last,c_H2O2_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_NH2OH_last,c_H2NO_last,c_HNOH_last,c_HNO_last,c_HON_last,c_NO2_last,c_HONO_last,c_HNO2_last,c_NO3_last,c_HONO2_last,c_N2O_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_AR_last,c_HE_last,c_N2_last
1985,2.015880396400845e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.634792804718018,10205,2.043059235337091e-05,4626.441666717318,3.3613147371112684e-16,0.0,2.7048454583204888e-06,472501.3713982062,True,True,True,True,sin_impulse,NH3,-344577.22100300936,45981.918936010756,1.0,2.015880396400845e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230498e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.354143901295148e-05,2.0230295337912127e-05,-1.6438907240539265e-12,293.1500000080162,2.5667771774884713e-07,9.692011065577657e-09,2.9291390632575413e-07,2.1239667199633635e-08,1.8366237607610295e-20,4.255700920264549e-31,4.301697807534527e-21,2.490328086593848e-22,9.59266184113403e-07,1.2520588170098532e-11,2.0210282847130977e-20,-4.955350279603064e-35,-3.4733480450609716e-46,5.0739058450801854e-24,1.09696497636925e-11,1.3774464224640577e-09,1.0096359578153878e-12,9.934115366554678e-11,4.884262690946208e-13,2.571554663761174e-13,2.950745096612999e-09,1.6541303147696383e-12,4.208169250881338e-28,4.800945588632166e-12,3.803255613166516e-09,1.7709855772550094e-12,1.907020135556909e-12,2.6358191760864754e-18,4.840169865296208e-14,0.0,0.0,4.294229701887554e-05
1985,2.015884328329572e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.6291234493255615,10269,2.04305949142121e-05,4626.446893526095,3.3613171898906956e-16,0.0,2.704844382114431e-06,472500.8386111787,True,True,True,True,sin_impulse,NH3,-344577.22100300936,45981.918936010756,1.0,2.015884328329572e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.354143329904908e-05,2.023033462698826e-05,-1.6687469590905114e-12,293.1500000082062,2.5667913126273407e-07,9.691961669792447e-09,2.9291436283878474e-07,2.1239510152416127e-08,1.8188814353347262e-20,5.146859087172324e-31,4.259966655382087e-21,2.463977961971172e-22,9.592661841177761e-07,1.2520402691425498e-11,2.001500162731453e-20,3.4043498046758e-34,-7.491735414690676e-47,5.024894729946877e-24,1.096953159121054e-11,1.3781314401768432e-09,1.0101547236016607e-12,9.78069443624285e-11,4.884247830332603e-13,2.559187719980671e-13,2.950726338727956e-09,1.654103109381692e-12,4.186764122999165e-28,4.800918480594698e-12,3.803336035820059e-09,1.7709721825827824e-12,1.907016510822563e-12,2.636532920287368e-18,4.790611721153183e-14,0.0,0.0,4.294229047514534e-05
1985,2.015880396400845e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.533058166503906,10224,2.0430589599857204e-05,4626.446490041175,3.361309708626703e-16,0.0,2.7048404399180365e-06,472501.2016043302,True,True,True,True,sin_impulse,NH3,-344577.0028864783,45981.918936010756,1.0,2.015880396400845e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230498e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.354143901295148e-05,2.02302951371199e-05,-1.4154338235700979e-12,293.15000000617925,2.566835437236815e-07,9.691996855039628e-09,2.9291400383813546e-07,2.123963371414028e-08,1.721615475054573e-20,4.016557226239298e-31,4.033733383961812e-21,2.3080029416436093e-22,9.592661840776617e-07,1.252055645922731e-11,1.8947875113303806e-20,2.6475114019471815e-34,7.9011013230312765e-47,4.757086603735467e-24,1.0969626649830008e-11,1.3830547142903323e-09,1.0229216030263214e-12,8.646183939468319e-11,4.884255570025471e-13,1.9299306253189608e-13,2.950809625594302e-09,1.6541260922581556e-12,3.2017840843576038e-28,4.8009924019320636e-12,3.804040688283459e-09,1.770983839972523e-12,1.9070200039921623e-12,2.6304970282896548e-18,4.5189414839337e-14,0.0,0.0,4.294229764724043e-05
1985,2.015880396400845e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.8212196826934814,10371,2.0430578395711354e-05,4626.446638109682,3.361308186675275e-16,0.0,2.7048391345039285e-06,472501.1875066632,True,True,True,True,sin_impulse,NH3,-344577.22100300936,45981.95233534493,1.0,2.015880396400845e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230498e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.354143901295148e-05,2.02302951935513e-05,-1.7060278719157457e-12,293.15000000848477,2.5667745172405325e-07,9.6919923855405e-09,2.929140047998035e-07,2.123962964872456e-08,1.8165558222690127e-20,4.240353400515043e-31,4.2553381949447555e-21,2.471068969814431e-22,9.59266184110183e-07,1.2520547901267957e-11,1.9989237112021227e-20,3.9889711216981605e-35,2.5233705424635298e-46,5.0184157474022946e-24,1.0969620819207967e-11,1.3770187425073553e-09,1.0192004279298392e-12,1.0026724831660579e-10,4.884253061594431e-13,2.5496166097183835e-13,2.9507438335872093e-09,1.6541192048050196e-12,4.171753375922528e-28,4.800986824545487e-12,3.8032098052258005e-09,1.7709833806534456e-12,1.907020245025357e-12,2.6342356411144322e-18,4.784276325509113e-14,0.0,0.0,4.29422968051339e-05
1985,2.024777376242794e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.661834955215454,10288,2.0423508397956327e-05,4631.993137834677,3.357783427527975e-16,0.0,2.6938593092202597e-06,471077.1351872625,True,True,True,True,sin_impulse,NH3,-344419.933603507,46008.003458677624,1.0,2.024777376242794e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352856665473511e-05,2.0319845949639775e-05,-1.700879791396456e-12,293.1500000083424,2.585117227979997e-07,9.55438722578467e-09,2.94040245750336e-07,2.0837436225042023e-08,1.8189338786659533e-20,3.871486829567745e-31,4.2708111621212406e-21,2.393877441783853e-22,9.592661841076878e-07,1.2067903695932808e-11,2.0062890724667022e-20,1.3496838095240845e-34,1.0620288888814464e-47,5.0725642918837306e-24,1.066923380362168e-11,1.410065277262281e-09,1.0535387366911148e-12,9.614163979239308e-11,4.836437462699893e-13,2.431078066052225e-13,2.9003878432145637e-09,1.6032601434836154e-12,3.9067577665996444e-28,4.596405371193067e-12,3.771598736561825e-09,1.7381308074884946e-12,1.901156274460606e-12,2.600413727840127e-18,4.920955906692842e-14,0.0,0.0,4.2927065332174116e-05
1985,2.0336743560847432e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.738133192062378,10268,2.0416438604616858e-05,4637.410544886703,3.3532479753246633e-16,0.0,2.6828877110988587e-06,469793.0865416384,True,True,True,True,sin_impulse,NH3,-344262.6462040046,46034.08798134449,1.0,2.0336743560847432e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.351580692527979e-05,2.0409380393139643e-05,-1.5525082109409225e-12,293.1500000077563,2.602424493055639e-07,9.416458595272795e-09,2.950885596209691e-07,2.0446291470731582e-08,1.726710681087331e-20,-2.0368033986721274e-31,4.06566175228405e-21,2.227005530238945e-22,9.592661841112694e-07,1.1638880178389568e-11,1.908973648892995e-20,1.8179678142746423e-34,-5.520563072552337e-46,4.858545424029899e-24,1.0377903605218245e-11,1.4411585316598747e-09,1.109584411936647e-12,9.445469493573871e-11,4.785911350107753e-13,2.4009000902882264e-13,2.851240900951882e-09,1.5542106417623198e-12,3.771983710429354e-28,4.40376531635708e-12,3.739918137153956e-09,1.7056689526501917e-12,1.89504149218645e-12,2.5636963042354375e-18,4.779963994734214e-14,0.0,0.0,4.2912118114224e-05
1985,2.0514683157686417e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.742910861968994,10342,2.040234162117998e-05,4647.852961408543,3.3412597575030385e-16,0.0,2.6609903721289513e-06,467630.53259716154,True,True,True,True,sin_impulse,NH3,-343948.0714049998,46086.25702667823,1.0,2.0514683157686417e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34906194911581e-05,2.058839711331797e-05,-1.5700681489375814e-12,293.15000000774586,2.633965926179245e-07,9.140164699043226e-09,2.9695023301799074e-07,1.969626346195902e-08,1.6824638254002385e-20,3.443990096075777e-31,3.981019679200706e-21,2.0736539406544329e-22,9.592661841133108e-07,1.0846698993668502e-11,1.8683744473439244e-20,3.5677069603791455e-34,1.347548416053132e-46,4.812334395924291e-24,9.821640614116923e-12,1.499493022576704e-09,1.1856655069217348e-12,9.437221846758545e-11,4.677357095286463e-13,2.2808362379847477e-13,2.756584549943978e-09,1.4624400288456446e-12,3.44691136274363e-28,4.0514147401020625e-12,3.676505489765111e-09,1.6419807047030378e-12,1.8820940830566657e-12,2.511906564700245e-18,4.8904805187971504e-14,0.0,0.0,4.288307091875182e-05
1985,2.0870562351364383e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.476660251617432,10416,2.037431880432303e-05,4667.166888230913,3.306341674420128e-16,0.0,2.617393468208541e-06,464826.71399457706,True,True,True,True,sin_impulse,NH3,-343318.9218069903,46190.5951173457,1.0,2.0870562351364383e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.344153309089104e-05,2.094621917664264e-05,-1.5799864687406718e-12,293.15000000785113,2.6850001132491844e-07,8.588991859168531e-09,2.9973497218670335e-07,1.8318162804012486e-08,1.5862468789192497e-20,5.924953442753387e-31,3.789938457204413e-21,1.811419200843737e-22,9.592661841119178e-07,9.494124329332573e-12,1.776646571477424e-20,-1.314202308656406e-34,-1.932822850211119e-46,4.663984965663473e-24,8.808756733448876e-12,1.6050272249426486e-09,1.342863051104401e-12,9.752999874780029e-11,4.434436580574895e-13,2.0915112807468748e-13,2.581583067729046e-09,1.3098786948483041e-12,2.929844038547254e-28,3.4597638884556012e-12,3.550510060657263e-09,1.519843657387543e-12,1.8536575441374356e-12,2.4431738348405832e-18,5.0440914769548666e-14,0.0,0.0,4.282830745593292e-05
1985,2.1582320738720313e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.914286375045776,10692,2.0318963363032255e-05,4699.592163259991,3.1989376972963974e-16,0.0,2.531103030955354e-06,464594.2583737754,True,True,True,True,sin_impulse,NH3,-342060.6226109712,46399.271298680644,1.0,2.1582320738720313e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3348216717640834e-05,2.1660983390012487e-05,-1.6143217655394571e-12,293.15000000837676,2.741416091668257e-07,7.51419851787681e-09,3.0164597853500345e-07,1.5994181951202206e-08,1.379517942261545e-20,2.5820751571598327e-31,3.357494172122147e-21,1.3681854213481571e-22,9.592661841103002e-07,7.510543371454776e-12,1.570744427028818e-20,8.214500251145321e-35,1.40116290449661e-46,4.20951811410356e-24,7.1336441140956704e-12,1.7850919121535131e-09,1.5235527670666106e-12,9.260487002841158e-11,3.8777635280693487e-13,1.6875395407015977e-13,2.285674010894512e-09,1.1509041693036757e-12,2.0570081462014234e-28,2.6106963291545426e-12,3.305090637110453e-09,1.2973447978333651e-12,1.7889508881103023e-12,2.613435654250264e-18,5.094183380306434e-14,0.0,0.0,4.273149178876981e-05
1985,2.1582320738720313e-05,1.0,101325.0,0.35,293.15,2338.1,0.001,998.2,31,1.0,1.0,1483.0,0,True,6.939261198043823,10692,2.0318963363032255e-05,4699.592163259991,3.1989376972963974e-16,0.0,2.531103030955354e-06,464594.2583737754,True,True,True,True,sin_impulse,NH3,-342060.6226109712,46399.271298680644,1.0,2.1582320738720313e-05,0.0,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.592661841230495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3348216717640834e-05,2.1660983390012487e-05,-1.6143217655394571e-12,293.15000000837676,2.741416091668257e-07,7.51419851787681e-09,3.0164597853500345e-07,1.5994181951202206e-08,1.379517942261545e-20,2.5820751571598327e-31,3.357494172122147e-21,1.3681854213481571e-22,9.592661841103002e-07,7.510543371454776e-12,1.570744427028818e-20,8.214500251145321e-35,1.40116290449661e-46,4.20951811410356e-24,7.1336441140956704e-12,1.7850919121535131e-09,1.5235527670666106e-12,9.260487002841158e-11,3.8777635280693487e-13,1.6875395407015977e-13,2.285674010894512e-09,1.1509041693036757e-12,2.0570081462014234e-28,2.6106963291545426e-12,3.305090637110453e-09,1.2973447978333651e-12,1.7889508881103023e-12,2.613435654250264e-18,5.094183380306434e-14,0.0,0.0,4.273149178876981e-05
