ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,rho_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
89,0.0002492435711221557,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.095715045928955,20824,0.0001384356571818428,4911.3875298185785,1.5108668056706504e-11,0.0,7.872684736548783e-05,305.96128549728576,True,False,True,True,sin_impulse,NH3,-394807.86611028895,10666.337128855877,1.0,0.0002492435711221557,0.0,293.15,0.0,6.413384537210781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137794845736927e-06,0.0002469381789635678,-4.19430355354608e-12,293.1500000088909,2.395371328732041e-07,6.235389798815986e-06,2.7902971866853943e-13,2.198156098597033e-24,2.6589746505714904e-25,1.9782931329941933e-14,7.972267187444209e-24,4.281749930166312e-13,1.1790355604686933e-12,6.83664793384796e-21,2.6659884423065144e-24,2.078462570642699e-06
89,0.0002492438578918698,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.1327838897705078,20069,0.0001384356963280155,4911.382528759486,1.510869429756018e-11,0.0,7.872682612531031e-05,305.9606715552933,True,False,True,True,sin_impulse,NH3,-394807.86611028895,10666.337128855877,1.0,0.0002492438578918698,0.0,293.15,0.0,6.413384332752988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137794777584329e-06,0.0002469384706294399,-4.0512401346144835e-12,293.15000000860493,2.395367001308706e-07,6.235389891467093e-06,3.0192148478859726e-13,2.198152236885515e-24,2.3490292323311843e-25,1.9782957041278955e-14,8.62631828455973e-24,4.2822262777787774e-13,1.178981394809929e-12,6.83633361485359e-21,2.2304244523154686e-24,2.0784626053528564e-06
89,0.0002492435711221557,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.0864791870117188,20257,0.00013843565538081476,4911.385292674385,1.510866272480241e-11,0.0,7.87267268859222e-05,305.9609252444131,True,False,True,True,sin_impulse,NH3,-394807.5802562305,10666.337128855877,1.0,0.0002492435711221557,0.0,293.15,0.0,6.413384537210781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137794845736927e-06,0.00024693818539837887,-2.521022245853516e-12,293.15000000537134,2.395370296138281e-07,6.235389906192884e-06,2.396225914260972e-13,2.1981551941777016e-24,2.3863721682288256e-25,1.9782933187508887e-14,6.846353785040346e-24,4.2741456792906636e-13,1.1797967201265923e-12,6.841061509259266e-21,2.1611812454549197e-24,2.0784625997400714e-06
89,0.0002492435711221557,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.1030299663543701,20384,0.00013843543596467144,4911.37694861233,1.5108639691871315e-11,0.0,7.872631183576452e-05,305.9597786384468,True,False,True,True,sin_impulse,NH3,-394807.86611028895,10666.359708816984,1.0,0.0002492435711221557,0.0,293.15,0.0,6.413384537210781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137794845736927e-06,0.00024693818077580306,-4.4739625459607655e-12,293.15000000949465,2.395366778952655e-07,6.235390134791628e-06,2.83604009160798e-13,2.198151919918304e-24,2.698052552160799e-25,1.9782924703945067e-14,8.102960866487944e-24,4.281860717290194e-13,1.1790255970578377e-12,6.836590174214373e-21,2.719838769270192e-24,2.0784626833982337e-06
89,0.00024950768234282265,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.0891458988189697,19957,0.0001379736338137876,4880.385949372141,1.504766105266991e-11,0.0,7.74500192047572e-05,302.2193908195004,True,False,True,True,sin_impulse,NH3,-394653.3840528093,10717.378459667027,1.0,0.00024950768234282265,0.0,293.15,0.0,6.413196433319374e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1377321444397914e-06,0.000247216567130392,-3.86845686721289e-12,293.1500000081545,2.377648639129885e-07,6.23651700664536e-06,3.0107922311738123e-13,2.18196128749741e-24,2.3215848876691164e-25,1.980687873429781e-14,8.603809254551491e-24,4.1987957515291995e-13,1.1816119854676982e-12,6.851320208887442e-21,2.1902783336133276e-24,2.078838311725679e-06
89,0.00024977179356348953,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.2569632530212402,21646,0.00013751697152136782,4849.428878644358,1.4945627601943054e-11,0.0,7.620910443620825e-05,299.4073776674287,True,False,True,True,sin_impulse,NH3,-394498.9019953297,10768.419790478178,1.0,0.00024977179356348953,0.0,293.15,0.0,6.413008727233881e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1376695757446272e-06,0.0002475011876304991,-3.931878066512386e-12,293.1500000085865,2.3533888191611998e-07,6.238130490202897e-06,2.760728750230328e-13,2.1597674150716735e-24,2.7132054078060574e-25,1.98713859620727e-14,7.89125339290157e-24,4.095039845330414e-13,1.1813667999980421e-12,6.849626077714236e-21,2.8183508944721955e-24,2.079376138959378e-06
89,0.00025030001600482335,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.206129789352417,21977,0.0001366194502599466,4787.611573365829,1.4587835258135164e-11,0.0,7.383112004893925e-05,297.1791957341482,True,False,True,True,sin_impulse,NH3,-394189.9378803705,10870.502452100476,1.0,0.00025030001600482335,0.0,293.15,0.0,6.412634503443565e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137544834481188e-06,0.00024809362972554684,-6.339417791573076e-12,293.1500000136218,2.280632986688081e-07,6.243159719316182e-06,4.3336186808800706e-13,2.0931369792576572e-24,2.179555266556922e-25,2.0152582293057557e-14,1.239718088572875e-23,3.83858539058156e-13,1.1674686720261388e-12,6.768485527042804e-21,1.9220311744392966e-24,2.08105259023558e-06
89,0.000251356460887491,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.1040370464324951,19904,0.0001348857326178307,4664.202765514624,1.3094908391165866e-11,0.0,6.94661554322013e-05,311.4874801686308,True,False,True,True,sin_impulse,NH3,-393572.00965045195,11074.667775345075,1.0,0.000251356460887491,0.0,293.15,0.0,6.411890774422461e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1372969248074872e-06,0.0002493943166115589,-4.8935396035304294e-12,293.1500000104293,2.0153672576646298e-07,6.262123703093329e-06,3.57134248287334e-13,1.849947877995921e-24,2.6114042590769764e-25,2.1494393073493607e-14,1.0247571428152152e-23,3.0038605556199913e-13,1.0849696823090133e-12,6.2890607754147026e-21,1.7808607293421138e-24,2.0873739738594213e-06
89,0.0002534693506528263,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.265817642211914,21620,0.0001316495170206343,4418.332085588751,7.7449857178763e-12,0.0,6.211518166420082e-05,470.9197824717268,True,False,True,True,sin_impulse,NH3,-392336.15319061495,11482.998421834274,1.0,0.0002534693506528263,0.0,293.15,0.0,6.410421915285009e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.136807305095003e-06,0.00025233171484032247,-8.65395641542017e-12,293.15000001841963,1.150844097037519e-07,6.32489540697081e-06,7.559197591554435e-13,1.0567246309057037e-24,2.1839441482530697e-25,2.686902989520412e-14,2.190770389888626e-23,1.1873760632108014e-13,7.615845507232163e-13,4.412786361653713e-21,3.7734044727951466e-25,2.108298161170933e-06
89,0.00025030001600482335,1.0,20265.0,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,0,True,1.2748541831970215,21977,0.0001366194502599466,4787.611573365829,1.4587835258135164e-11,0.0,7.383112004893925e-05,297.1791957341482,True,False,True,True,sin_impulse,NH3,-394189.9378803705,10870.502452100476,1.0,0.00025030001600482335,0.0,293.15,0.0,6.412634503443565e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137544834481188e-06,0.00024809362972554684,-6.339417791573076e-12,293.1500000136218,2.280632986688081e-07,6.243159719316182e-06,4.3336186808800706e-13,2.0931369792576572e-24,2.179555266556922e-25,2.0152582293057557e-14,1.239718088572875e-23,3.83858539058156e-13,1.1674686720261388e-12,6.768485527042804e-21,1.9220311744392966e-24,2.08105259023558e-06
