ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,rho_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,freq,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
906,0.00030230528853476243,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.632458209991455,76030,0.0001546329576147013,4665.35525246278,9.447074493645561e-12,0.0,8.968504777619637e-06,55.743277512803914,True,False,True,True,sin_impulse,NH3,-382886.4372130572,15420.096418223502,1.0,0.00030230528853476243,0.0,293.15,0.0,3.024039947557312e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080133158524373e-07,0.00027539571668796126,6.797906126453901e-09,293.1499999942252,1.0797847432804501e-07,2.3497205979897224e-07,5.442070723101838e-41,1.647677548645667e-28,1.6434452041561595e-36,1.7402679295955945e-22,8.132323084545191e-39,1.4161923852875898e-09,1.474406733977037e-10,2.8515113926606743e-12,6.190451695745646e-14,7.777629319058847e-08
906,0.00030230561166428834,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.6300227642059326,75222,0.00015463307695629555,4665.351685532043,9.447022380423277e-12,0.0,8.968492726959244e-06,55.743510112391654,True,False,True,True,sin_impulse,NH3,-382886.4372130572,15420.096418223502,1.0,0.00030230561166428834,0.0,293.15,0.0,3.0240383815149545e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080127938383181e-07,0.00027539633290548363,3.3253442776462736e-11,293.1500000000135,1.0797715386134062e-07,2.3497268195764346e-07,5.441871098309503e-41,1.6475897094460586e-28,1.6434463949553445e-36,1.740280065951878e-22,8.131632239321879e-39,1.4162120439973906e-09,1.474419865605685e-10,2.851520259018758e-12,6.190255142421531e-14,7.777649336272842e-08
906,0.00030230528853476243,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.7179131507873535,76428,0.00015463301073443515,4665.351435927663,9.44700596369779e-12,0.0,8.968475989093775e-06,55.74350294771096,True,False,True,True,sin_impulse,NH3,-382886.05487915745,15420.096418223502,1.0,0.00030230528853476243,0.0,293.15,0.0,3.024039947557312e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080133158524373e-07,0.00027539602423057454,1.1269975964847046e-08,293.14999999041135,1.0797732929733579e-07,2.3497272731347558e-07,5.441958279584739e-41,1.6475972946237497e-28,1.6434493202648492e-36,1.7402866178601892e-22,8.131711186309287e-39,1.4162144109876433e-09,1.474423075649124e-10,2.8515269262796907e-12,6.190286796517384e-14,7.777650752718458e-08
906,0.00030230528853476243,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.745603084564209,76393,0.00015463290866201494,4665.350627528104,9.446966888373609e-12,0.0,8.968461905615654e-06,55.74364598246203,True,False,True,True,sin_impulse,NH3,-382886.4372130572,15420.113667963726,1.0,0.00030230528853476243,0.0,293.15,0.0,3.024039947557312e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080133158524373e-07,0.0002753961286365549,8.016386192990263e-09,293.1499999932071,1.0797675986848837e-07,2.3497309015282905e-07,5.441893156512325e-41,1.6476299244934297e-28,1.6434492145791935e-36,1.7402944546349705e-22,8.132126701733712e-39,1.416226204835078e-09,1.4744320970676896e-10,2.851532194117889e-12,6.190481084711046e-14,7.777662408647564e-08
906,0.0003019222931479401,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.7604057788848877,75467,0.00015452385581318857,4685.413680038821,9.816177078114644e-12,0.0,9.097586101963986e-06,54.419379630576984,True,False,True,True,sin_impulse,NH3,-383325.6469199688,15387.707812753672,1.0,0.0003019222931479401,0.0,293.15,0.0,3.025898485499475e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008632828499825e-07,0.0002739149026300303,7.063929550718057e-09,293.1499999939218,1.140267618840517e-07,2.3136430965839272e-07,5.387533508203841e-41,1.637723167149832e-28,1.6402959608024123e-36,1.6642820689026451e-22,7.165413590954358e-39,1.3044667777595404e-09,1.3909686124488613e-10,2.786463747296963e-12,5.485805329942587e-14,7.661517164838937e-08
906,0.00030153929776111777,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.6379244327545166,75903,0.00015441719844815825,4705.536036794472,1.017328275439478e-11,0.0,9.22945080070151e-06,53.270226081258,True,False,True,True,sin_impulse,NH3,-383764.85662688053,15355.319207283841,1.0,0.00030153929776111777,0.0,293.15,0.0,3.027761744626991e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0092539148756638e-07,0.0002724533113239563,4.196406999571206e-09,293.149999996263,1.2008706605609416e-07,2.2774270271323889e-07,5.352972944888742e-41,1.629759100062e-28,1.6531911838775775e-36,1.6047188171111588e-22,6.333755958545599e-39,1.1982005052241671e-09,1.3098294275302098e-10,2.7066440488967145e-12,4.871201519760565e-14,7.544750569391736e-08
906,0.00030077330698747304,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.698122978210449,74284,0.00015421118806462127,4746.1893493012785,1.0839261728478672e-11,0.0,9.501586576371478e-06,51.471428692162725,True,False,True,True,sin_impulse,NH3,-384643.2760407038,15290.541996344182,1.0,0.00030077330698747304,0.0,293.15,0.0,3.031502498579815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0105008328599384e-07,0.0002696246784909406,1.1056805919499164e-08,293.1499999899671,1.3201770326980458e-07,2.205999125229675e-07,5.482852104155109e-41,1.623936186312023e-28,1.7243532775671167e-36,1.5341112292502162e-22,5.0601485670702844e-39,1.0098986331448872e-09,1.1627710378416668e-10,2.5243252426060273e-12,3.903215484173777e-14,7.313682383978429e-08
906,0.00029924132544018365,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.6202571392059326,73812,0.00015382819506095183,4831.920096052432,1.1901092541780398e-11,0.0,1.007900090568348e-05,49.72793764886141,True,False,True,True,sin_impulse,NH3,-386400.1148683505,15160.987574464862,1.0,0.00029924132544018365,0.0,293.15,0.0,3.0390414594393967e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0130138198131322e-07,0.00026460999858553394,6.883487441694183e-09,293.1499999934079,1.5334847857209017e-07,2.0785079997401254e-07,5.960825611181698e-41,1.6628674395806847e-28,1.9884886346315196e-36,1.555845495667459e-22,3.7584979126879994e-39,7.533251616366617e-10,9.634076623918397e-11,2.2120616010605634e-12,2.8286825415507894e-14,6.898282765538514e-08
906,0.0002961773623456049,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.5114383697509766,73623,0.00015317690157905635,5042.868645880098,1.2737310705564146e-11,0.0,1.1356438228715602e-05,52.35211075106115,True,False,True,True,sin_impulse,NH3,-389913.7925236438,14901.87873070622,1.0,0.0002961773623456049,0.0,293.15,0.0,3.0543533534412056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0181177844804021e-07,0.0002582390084224773,-1.160411078780794e-08,293.15000001189804,1.7657271595171126e-07,1.9465383386019528e-07,6.633120894614871e-41,1.7938822454996364e-28,2.4562746926207608e-36,1.8104155084236148e-22,3.3223369699500805e-39,5.785135665214083e-10,8.498688679352277e-11,2.0188948734469923e-12,2.3163924395122924e-14,6.464791861529584e-08
906,0.00029924132544018365,1.0,506.625,0.35,293.15,2338.1,0.001,998.2,11  1,0.25  0.75,1.0,1483.0,200,True,3.654698610305786,73812,0.00015382819506095183,4831.920096052432,1.1901092541780398e-11,0.0,1.007900090568348e-05,49.72793764886141,True,False,True,True,sin_impulse,NH3,-386400.1148683505,15160.987574464862,1.0,0.00029924132544018365,0.0,293.15,0.0,3.0390414594393967e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0130138198131322e-07,0.00026460999858553394,6.883487441694183e-09,293.1499999934079,1.5334847857209017e-07,2.0785079997401254e-07,5.960825611181698e-41,1.6628674395806847e-28,1.9884886346315196e-36,1.555845495667459e-22,3.7584979126879994e-39,7.533251616366617e-10,9.634076623918397e-11,2.2120616010605634e-12,2.8286825415507894e-14,6.898282765538514e-08
