ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
1810,3.890996032298174e-05,5.997053022025507,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.0025851726531982,14324,2.1306527407709023e-05,4893.291633078736,1.3623656835079662e-13,5.276245197308871e-06,2.6624542747351804e-06,3421.5702578500714,True,False,True,True,no_excitation,NH3,0.00023334509514183024,0.0,303.15,0.0,1.448924690409295e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829748968030983e-08,3.8735256128940656e-05,-8.990008565216523e-13,303.1500000030841,5.596104172982591e-07,3.0835899077508676e-05,-9.332718542261862e-21,3.0113317732337554e-23,5.440185872619962e-23,6.069575635597125e-12,-4.186759115606232e-31,1.598208125868241e-11,7.462590190523809e-11,1.893446712404094e-17,5.914180043518359e-20,1.0278587350724481e-05
1810,3.891005121937941e-05,5.997053022025507,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,2.942502498626709,14528,2.1306577381259474e-05,4893.292922356235,1.3623777948638267e-13,5.276282074050977e-06,2.6624725773565592e-06,3421.5636225796075,True,False,True,True,no_excitation,NH3,0.00023334564025234657,0.0,303.15,0.0,1.4489245711858807e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829748570619602e-08,3.8735346212477694e-05,-3.6034581675425207e-13,303.15000000123626,5.596114878617526e-07,3.083589540696618e-05,-2.3587850135548734e-21,2.5989989733573772e-23,6.510601050549179e-23,6.859367957344269e-12,-1.0488321351638568e-31,1.5983295323919923e-11,7.462504961950225e-11,1.9141737673190523e-17,5.422670579327866e-20,1.0278585732335556e-05
1810,3.890996032298174e-05,5.997055024342383,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,2.9419124126434326,14603,2.130653449611768e-05,4893.292967142789,1.3623686602313347e-13,5.276250605774133e-06,2.662457393677175e-06,3421.566457144641,True,False,True,True,no_excitation,NH3,0.00023334517305190043,0.0,303.15,0.0,1.4489232390942521e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8297441303141734e-08,3.873525562225236e-05,-3.703412966980246e-13,303.1500000012679,5.596116619887809e-07,3.0835897899479736e-05,-1.6568648507251168e-20,2.2793686898375145e-23,6.40977494921997e-23,6.761674395102029e-12,-7.466223188649799e-31,1.598313558039658e-11,7.462516595493594e-11,1.9152231734320687e-17,4.9114787698735087e-20,1.0278586612015282e-05
1810,3.969869452636859e-05,6.007005297562272,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.007005214691162,14740,2.1775420024743767e-05,4911.281032675952,1.4841116942087002e-13,5.631341404230416e-06,2.840928536385173e-06,3351.9921567201845,True,False,True,True,no_excitation,NH3,0.0002384702683262025,0.0,303.15,0.0,1.440726022154155e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8024200738471836e-08,3.9515755715007964e-05,-9.210376142873379e-13,303.15000000322397,5.742051746019436e-07,3.080311150048948e-05,4.30200180977772e-22,3.284534585233272e-23,5.2405055117905325e-23,6.086324683916302e-12,1.9206376546913392e-32,1.7067168672877067e-11,7.792888832102422e-11,1.9964069455785994e-17,5.445445302230674e-20,1.0267656136820418e-05
1810,3.969869452636859e-05,6.007005297562272,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.034329414367676,14740,2.1775420024743767e-05,4911.281032675952,1.4841116942087002e-13,5.631341404230416e-06,2.840928536385173e-06,3351.9921567201845,True,False,True,True,no_excitation,NH3,0.0002384702683262025,0.0,303.15,0.0,1.440726022154155e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8024200738471836e-08,3.9515755715007964e-05,-9.210376142873379e-13,303.15000000322397,5.742051746019436e-07,3.080311150048948e-05,4.30200180977772e-22,3.284534585233272e-23,5.2405055117905325e-23,6.086324683916302e-12,1.9206376546913392e-32,1.7067168672877067e-11,7.792888832102422e-11,1.9964069455785994e-17,5.445445302230674e-20,1.0267656136820418e-05
1810,3.969878542276626e-05,6.007005297562272,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.046046495437622,14411,2.1775469984068625e-05,4911.282331001846,1.4841241046339174e-13,5.631379983046227e-06,2.840947679312773e-06,3351.9869639546464,True,False,True,True,no_excitation,NH3,0.00023847081434134483,0.0,303.15,0.0,1.4407259081894623e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.802419693964875e-08,3.951584536363141e-05,-9.06783724849737e-13,303.1500000031654,5.742060681360434e-07,3.0803108393808865e-05,1.851118493159154e-21,3.851149572470259e-23,5.192971821237705e-23,6.026917140305879e-12,8.286476281094228e-32,1.7066973906033023e-11,7.792935436166776e-11,1.9980484593578626e-17,6.009927374077197e-20,1.0267655130795828e-05
1810,3.969869452636859e-05,6.007007299879148,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.023581027984619,14782,2.1775427160095433e-05,4911.282340889843,1.4841145706783465e-13,5.631347166792955e-06,2.840931866452761e-06,3351.989257408266,True,False,True,True,no_excitation,NH3,0.00023847034781556851,0.0,303.15,0.0,1.4407245814422048e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.802415271474016e-08,3.95157547601158e-05,-1.4463198006370536e-12,303.1500000050571,5.74206329139446e-07,3.0803110079534514e-05,-1.746422020597053e-21,2.4906877723440286e-23,6.417722113709998e-23,7.63656540964321e-12,-7.870924726712007e-32,1.706635781901217e-11,7.79302582086613e-11,-2.3331825292252113e-16,2.226682724896715e-18,1.0267654887801293e-05
1810,4.049233315886832e-05,6.016766541422397,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,2.977595567703247,14714,2.2247738360795633e-05,4928.951885864562,1.6084397859866965e-13,6.0047987043789406e-06,3.0285820956610724e-06,3297.73161107611,True,False,True,True,no_excitation,NH3,0.0002436329153344076,0.0,303.15,0.0,1.4327545348663874e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775848449554625e-08,4.030165638782868e-05,-5.669237032501413e-13,303.15000000202707,5.866073633953534e-07,3.077267267587128e-05,4.3550705158035916e-18,-1.5168840393166154e-18,3.9207104417435035e-23,4.618914043500905e-12,-9.440674936541573e-27,1.8021784028252304e-11,8.090956030475362e-11,8.339018231163252e-15,-1.5746848344715118e-15,1.025750878261682e-05
1810,4.049233315886832e-05,6.016766541422397,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,2.940755844116211,14714,2.2247738360795633e-05,4928.951885864562,1.6084397859866965e-13,6.0047987043789406e-06,3.0285820956610724e-06,3297.73161107611,True,False,True,True,no_excitation,NH3,0.0002436329153344076,0.0,303.15,0.0,1.4327545348663874e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775848449554625e-08,4.030165638782868e-05,-5.669237032501413e-13,303.15000000202707,5.866073633953534e-07,3.077267267587128e-05,4.3550705158035916e-18,-1.5168840393166154e-18,3.9207104417435035e-23,4.618914043500905e-12,-9.440674936541573e-27,1.8021784028252304e-11,8.090956030475362e-11,8.339018231163252e-15,-1.5746848344715118e-15,1.025750878261682e-05
1810,4.049242405526599e-05,6.016766541422397,101325.0,0.35,303.15,2338.1,0.001,11  1,0.25  0.75,1.0,1483.0,200,True,3.198328971862793,14476,2.2247788398901965e-05,4928.953046116652,1.6084525871097002e-13,6.004839037603749e-06,3.0286021079336427e-06,3297.72739514965,True,False,True,True,no_excitation,NH3,0.00024363346223681183,0.0,303.15,0.0,1.4327544258575386e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775848086191796e-08,4.030174752395014e-05,-4.95714993089737e-13,303.1500000017658,5.866080524534316e-07,3.0772669352496365e-05,-2.915770666808266e-18,2.205622425319422e-23,4.881534873185585e-23,5.688023325026128e-12,-1.3073989500234917e-28,1.8022086261508125e-11,8.091618227733609e-11,2.0746791603096655e-17,5.329510755060341e-20,1.0257507141352798e-05
