ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,logf,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,2.776481866836548,19582,3.188531270022366e-05,1913.7517614596316,3.690217707493176e-24,0.0,7.266325464448589e-06,115619917228848.88,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.96127415079322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424716931073e-05,0.00010168448082129769,-5.758125408825499e-13,300.29030982621117,8.379138181824351e-19,6.961273872185028e-05,3.1450340415888e-12,2.2956387549672198e-35,2.1069084763165184e-32,2.9456991691125167e-22,1.2318369106613068e-22,4.664821104682332e-21,6.446862312622658e-17,6.045590892280828e-23,2.841436536760908e-29,2.320424676475685e-05
4580,0.00010168496987883207,1.0,230621.36668785274,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,2.851844310760498,20603,3.18852969018996e-05,1913.7433541626604,3.695320831917147e-24,0.0,7.266406522142812e-06,115461537667121.47,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168496987883207,0.0,300.29030982064427,0.0,6.961273985749878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424661916626e-05,0.00010168497858952052,-5.824941082631195e-13,300.29030982584396,8.390602293500877e-19,6.961273717322438e-05,3.0347083135353247e-12,2.2987794469835664e-35,-9.091619274813385e-32,-1.2313403992617082e-21,1.1886248652458735e-22,4.67725753148959e-21,6.44565782807161e-17,6.044461249879457e-23,2.741761745129457e-29,2.3204246230160332e-05
4580,0.00010168447087883207,1.0,230622.35460660275,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,3.399545907974243,24855,3.188524913608216e-05,1913.7414893595724,3.679511788521632e-24,0.0,7.266263818299375e-06,115955341548663.31,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.961303826913672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320434608971224e-05,0.00010168448060518363,-6.369964615943675e-13,300.2903098265857,8.354828998747182e-19,6.961303544272461e-05,3.190781562789186e-12,2.288978003156259e-35,1.8545637861651731e-31,2.4840245840652846e-21,1.2497551076966669e-22,4.558087634199568e-21,6.445377500126861e-17,6.044241689919121e-23,2.8827548030919754e-29,2.320434567933964e-05
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038483658970613,300.2903498206443,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,2.428349018096924,17153,3.188528243313744e-05,1913.751983599717,3.683846324914316e-24,0.0,7.266325682130261e-06,115819890692239.12,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.2903498206443,0.0,6.961273223520777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424407840259e-05,0.00010168448025526821,-6.508356496691982e-13,300.2903498266229,8.364671236024526e-19,6.961272938187443e-05,3.2236008699077653e-12,2.2916887873655235e-35,1.1663203052723773e-31,1.70605952185792e-21,1.2626118371767495e-22,4.72429533361681e-21,6.446858696626028e-17,6.045591636240366e-23,2.912431064248702e-29,2.32042436645261e-05
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038513658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,2.8081438541412354,19582,3.188531270022366e-05,1913.7517614596316,3.690217707493176e-24,0.0,7.266325464448589e-06,115619917228848.88,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.96127415079322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424716931073e-05,0.00010168448082129769,-5.758125408825499e-13,300.29030982621117,8.379138181824351e-19,6.961273872185028e-05,3.1450340415888e-12,2.2956387549672198e-35,2.1069084763165184e-32,2.9456991691125167e-22,1.2318369106613068e-22,4.664821104682332e-21,6.446862312622658e-17,6.045590892280828e-23,2.841436536760908e-29,2.320424676475685e-05
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909368191055578,1483.0,0,True,2.4137661457061768,16912,3.1885269853023896e-05,1913.751755839375,3.680414484835768e-24,0.0,7.266325452318604e-06,115927884465867.81,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.961274176306366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3204247254354554e-05,0.0001016844803653488,-3.774303536993328e-13,300.29030982413246,8.356878751908187e-19,6.96127394237391e-05,2.6366633866998766e-12,2.289540555775787e-35,1.7558793374010372e-31,2.1659601197116282e-21,1.032719999642525e-22,4.654332296229906e-21,6.446820906138806e-17,6.045552100319377e-23,2.382140490562124e-29,2.3204246913990783e-05
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,3.604496717453003,24404,3.1885263299831574e-05,1913.7475839995875,3.6994202926306525e-24,0.0,7.266298631661925e-06,115331878128159.03,True,False,True,True,sin_impulse_logf,NH3,-306933.8026446855,4.4096745085186795,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.96127415079322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424716931073e-05,0.00010168447998209079,-2.446025894117419e-13,300.29030982450166,8.400034103445222e-19,6.96127392214833e-05,2.57489047878701e-12,2.301363292758417e-35,-1.5419618966081276e-31,-1.7803736638319888e-21,1.0085249455358726e-22,4.561202121814419e-21,6.446238318600402e-17,6.045005735622657e-23,2.3263305146819903e-29,2.3204246836277485e-05
4580,0.00010168447087883207,1.0,230621.36668785274,0.11038483658970613,300.29030982064427,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7909362191055578,1483.0,0,True,3.725095272064209,25792,3.188518914071368e-05,1913.7437519316022,3.6823929794904724e-24,0.0,7.266307758080337e-06,115865316003505.47,True,False,True,True,sin_impulse_logf,NH3,-306934.2079446855,4.40967650851868,1.0,0.00010168447087883207,0.0,300.29030982064427,0.0,6.96127415079322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320424716931073e-05,0.00010168447985628799,-6.957288254837178e-13,300.29030982703995,8.361371317130956e-19,6.961273857487263e-05,3.3164636985032166e-12,2.2907712871713452e-35,1.245228257032373e-31,1.8186978108710577e-21,1.2989818955882292e-22,4.698074496119988e-21,6.445663815460079e-17,6.04446699540416e-23,2.996317317050399e-29,2.3204246744336514e-05
4580,0.00010782210161226817,1.0,204941.66229375734,0.11038483658970613,299.6700687707457,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7766149515136973,1483.0,0,True,2.5906505584716797,17806,3.569435981275642e-05,2155.412402257483,3.454084331643658e-21,0.0,9.966145628310733e-06,169419770265.9394,True,False,True,True,sin_impulse_logf,NH3,-297862.83481243346,4.371625323867107,1.0,0.00010782210161226817,0.0,299.6700687707457,0.0,6.200198318978765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0667327729929214e-05,0.00010782211249907173,-7.681587911628351e-13,299.67006877723037,6.578408190554005e-16,6.200198042527215e-05,3.119183411066335e-12,1.6451026563798513e-32,-1.0806193572806221e-30,-1.8142630327996305e-20,1.190185321648695e-22,1.0392365854880294e-18,5.5520842135214105e-15,4.227974358850994e-21,3.01448101743487e-29,2.0667327325511826e-05
4580,0.00010782210161226817,1.0,204941.66229375734,0.11038483658970613,299.6700687707457,3596.0249592441837,0.0008661327241383097,11  1,0.25  0.75,0.7766149515136973,1483.0,0,True,2.5751776695251465,17806,3.569435981275642e-05,2155.412402257483,3.454084331643658e-21,0.0,9.966145628310733e-06,169419770265.9394,True,False,True,True,sin_impulse_logf,NH3,-297862.83481243346,4.371625323867107,1.0,0.00010782210161226817,0.0,299.6700687707457,0.0,6.200198318978765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0667327729929214e-05,0.00010782211249907173,-7.681587911628351e-13,299.67006877723037,6.578408190554005e-16,6.200198042527215e-05,3.119183411066335e-12,1.6451026563798513e-32,-1.0806193572806221e-30,-1.8142630327996305e-20,1.190185321648695e-22,1.0392365854880294e-18,5.5520842135214105e-15,4.227974358850994e-21,3.01448101743487e-29,2.0667327325511826e-05
