ID,R_E,ratio,P_amb,alfa_M,T_inf,P_v,mu_L,gases,fractions,surfactant,c_L,error_code,success,elapsed_time,steps,collapse_time,T_max,n_NH3,expansion_work,dissipated_acoustic_energy,energy_efficiency,enable_heat_transfer,enable_evaporation,enable_reactions,enable_dissipated_energy,excitation_type,target_specie,p_A,logf,n,R_0,R_dot_0,T_0,c_NH3_0,c_H2_0,c_H_0,c_NH2_0,c_NH_0,c_N_0,c_NNH_0,c_N2H4_0,c_N2H3_0,c_N2H2_0,c_H2NN_0,c_N2_0,R_last,R_dot_last,T_last,c_NH3_last,c_H2_last,c_H_last,c_NH2_last,c_NH_last,c_N_last,c_NNH_last,c_N2H4_last,c_N2H3_last,c_N2H2_last,c_H2NN_last,c_N2_last
0,0.0003212825489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.6736180782318115,12151,7.331419789554954e-05,611.2466290780108,-4.265551427827811e-44,0.0,2.2049017589377002e-05,1e+30,True,False,True,True,sin_impulse_logf,NH3,-182315.2968048983,4.261803387132979,1.0,0.0003212825489364722,0.0,303.15,0.0,3.0283236695814253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094412231938084e-05,0.0003212825514232986,-3.096834754729554e-20,303.15,-3.070613486119491e-40,3.0283236694782343e-05,8.466357929653533e-26,5.074600558162875e-44,-1.2622464453214146e-53,-2.344855940100777e-65,3.737178926894466e-36,-3.89521084599003e-47,-9.342810736529707e-36,-1.4620011365990406e-31,-2.1334132779779854e-32,1.009441223159418e-05
0,0.00027133254893647223,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.4437413215637207,11454,6.672886318956478e-05,747.6134217866781,-2.680423114171539e-35,0.0,2.184542116612691e-05,1e+30,True,False,True,True,sin_impulse_logf,NH3,-182315.2968048983,4.261803387132979,1.0,0.00027133254893647223,0.0,303.15,0.0,3.030777799794287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0102592665980956e-05,0.00027133255873335006,-2.7608372334240877e-21,303.15,-3.203384087998386e-31,3.030777799224344e-05,2.429377304338897e-25,-2.858985201104708e-44,-2.5082391813139687e-52,5.53064943459117e-60,1.0732330604784704e-35,-7.635381632443022e-45,-4.8368844187808366e-36,-2.5406524706366976e-31,-3.0768136205944116e-32,1.0102592664081092e-05
0,0.0003712325489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.6592445373535156,13007,8.028634564277893e-05,529.3097808120879,3.230416867444149e-35,0.0,2.1634468183673487e-05,3.93239785822601e+25,True,False,True,True,sin_impulse_logf,NH3,-182315.2968048983,4.261803387132979,1.0,0.0003712325489364722,0.0,303.15,0.0,3.0265299545421988e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008843318180733e-05,0.0003712325474349777,-1.6049866722935468e-20,303.15,1.5074114970618081e-31,3.026529954588859e-05,8.780671515209976e-22,1.5946429537018476e-37,8.060502799200713e-45,6.701911425626748e-52,3.873625957420099e-32,9.04819533978912e-42,3.307950412164192e-33,-1.3542681525840989e-27,-1.9353593828916176e-28,1.0088433181962913e-05
0,0.0003212825489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,2.3389670848846436,17010,7.333058967347604e-05,633.0175690685262,-7.671268982390807e-43,0.0,2.4141244947853333e-05,1e+30,True,False,True,True,sin_impulse_logf,NH3,-192447.7968048983,4.261803387132979,1.0,0.0003212825489364722,0.0,303.15,0.0,3.0283236695814253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094412231938084e-05,0.0003212825526984468,1.9348581256356726e-20,303.15,-5.522264145928797e-39,3.0283236694253327e-05,6.415060712257799e-25,1.4657130598206749e-43,-3.0555407070638328e-53,-7.513052747838243e-60,2.831705192171167e-35,1.1709935054080056e-47,-2.5761567252633515e-36,-1.0511558800108099e-30,-1.5337765225224358e-31,1.0094412231417738e-05
0,0.0003212825489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.4097113609313965,10897,7.330285537115117e-05,589.9631009484635,7.462385806994285e-35,0.0,2.0020289589775382e-05,1.575297025739287e+25,True,False,True,True,sin_impulse_logf,NH3,-172182.7968048983,4.261803387132979,1.0,0.0003212825489364722,0.0,303.15,0.0,3.0283236695814253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094412231938084e-05,0.0003212825510251524,2.972022384161453e-20,303.15,5.371896921294497e-31,3.0283236694947572e-05,8.09958131192474e-25,-7.064045787019647e-45,-2.148868138560824e-53,5.803582586600945e-64,3.5752781594242197e-35,-3.7118245553718675e-47,-3.527428231780325e-35,-1.328613637042552e-30,-1.938502076781872e-31,1.0094412231649224e-05
0,0.0003212825489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.4993278980255127,12291,8.1223042765932e-05,818.689765217181,2.6991792769724654e-41,0.0,4.217596479309826e-05,9.17493701095923e+31,True,False,True,True,sin_impulse_logf,NH3,-182315.2968048983,4.161803387132979,1.0,0.0003212825489364722,0.0,303.15,0.0,3.0283236695814253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094412231938084e-05,0.0003212825634959302,7.365618078139127e-21,303.15,1.943039603494462e-37,3.0283236689773183e-05,1.4233843302182594e-23,2.5430222349432234e-37,9.015740761621585e-47,-1.865909892628536e-54,6.2830345315924434e-34,-1.5951425520598402e-40,7.994569090090119e-34,-9.696879401864846e-31,-1.7270976010343698e-33,1.0094412229924245e-05
0,0.0003212825489364722,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,3.1292572021484375,21892,6.768919864940915e-05,490.117488938103,1.1016705203508574e-37,0.0,1.0923477615204036e-05,5.822091023985641e+27,True,False,True,True,sin_impulse_logf,NH3,-182315.2968048983,4.361803387132978,1.0,0.0003212825489364722,0.0,303.15,0.0,3.0283236695814253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094412231938084e-05,0.0003212825472041161,-6.337230720489975e-21,303.15,7.930520936291712e-34,3.0283236696533018e-05,2.8153914677458426e-25,-3.863486498960827e-48,-9.20073045726912e-57,-4.061721696141428e-66,1.242756537374163e-35,1.3015678507703199e-49,1.2139159121021798e-34,-5.067969947886026e-31,-7.392625973583554e-32,1.0094412232177737e-05
0,0.0003218269153138285,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.619011402130127,12524,6.777818809151297e-05,489.3406040619374,6.776522631826299e-35,0.0,1.090794694641605e-05,9.451612764291113e+24,True,False,True,True,sin_impulse_logf,NH3,-182204.86792929345,4.3617915090150605,1.0,0.0003218269153138285,0.0,303.15,0.0,3.028301120288159e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094337067627197e-05,0.00032182691338199687,-5.28607456863055e-23,303.15,4.853457196603966e-31,3.0283011203680556e-05,1.9042936932061636e-26,9.715809846552372e-36,2.4908313589935477e-44,5.954543724837128e-56,8.405778882318963e-37,4.217064692726385e-40,1.9055558249068704e-37,-3.4371603376782774e-32,-5.015165996672556e-33,1.0094337067893394e-05
0,0.0002718769153138285,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,1.350844383239746,10225,6.068972418538613e-05,568.4001975664223,2.4738430565068047e-35,0.0,1.1242755660965969e-05,2.6685197688432616e+25,True,False,True,True,sin_impulse_logf,NH3,-182204.86792929345,4.3617915090150605,1.0,0.0002718769153138285,0.0,303.15,0.0,3.030746193891087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010248731297029e-05,0.0002718769157072716,-3.536599345493071e-22,303.15,2.938776317506646e-31,3.030746193868284e-05,2.1329115025982857e-26,9.95794444865195e-37,3.126177629424119e-45,9.374458931557857e-57,9.42252677015947e-37,5.292486840243584e-41,-4.741708969689458e-38,-3.527540537044473e-32,-5.1500870161649386e-33,1.0102487312894362e-05
0,0.0003717769153138285,1.0,101325.0,0.35,303.15,4245.12571625229,0.0008148611589373901,11  1,0.25  0.75,1.0,1483.0,0,True,18.341994762420654,108089,7.505446651318567e-05,441.48373391514184,1.1049456749675481e-37,0.0,1.0375978556635657e-05,5.513887938802538e+27,True,False,True,True,sin_impulse_logf,NH3,-182204.86792929345,4.3617915090150605,1.0,0.0003717769153138285,0.0,303.15,0.0,3.026513061262713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0088376870875711e-05,0.00037177691250160443,2.132465080313796e-09,303.1499999477389,5.133399545088821e-34,3.0265130602170665e-05,1.4294411664784004e-24,-1.7726673765541343e-47,-1.6514547073371006e-56,-1.921239187058002e-66,6.305997754034488e-35,-2.110792492423496e-52,-3.3043183879094224e-35,-2.3435901633562704e-30,-3.418060538265633e-31,1.0088376867390699e-05
